date,adm1_code,data,prediction,forecast_step
2023-02-01,900218,0.6340336841358306,0.632131813298981,1
2023-02-02,900218,0.6309896726012622,0.6324246653906422,2
2023-02-03,900218,0.6280065856217953,0.6328006632478329,3
2023-02-04,900218,0.6237250304115818,0.6332110408778655,4
2023-02-05,900218,0.6187518269773526,0.6335590875327008,5
2023-02-06,900218,0.6138682758049622,0.6338000524641367,6
2023-02-07,900218,0.6058190203619388,0.6339472332123088,7
2023-02-08,900218,0.5981976622990055,0.6340832389044928,8
2023-02-09,900218,0.5883783755723402,0.6342240709430891,9
2023-02-10,900218,0.5779612124029321,0.6343664769168365,10
2023-02-11,900218,0.570373143862056,0.6345062868289071,11
2023-02-12,900218,0.5697851230036196,0.6346411821517515,12
2023-02-13,900218,0.5698833078743182,0.6347704285375195,13
2023-02-14,900218,0.5712429274054688,0.63489421364771,14
2023-02-15,900218,0.5790329023217309,0.6350131656593996,15
2023-02-16,900218,0.587079448737791,0.635128058967309,16
2023-02-17,900218,0.5978220584078094,0.6352396616797316,17
2023-02-18,900218,0.6068744890720126,0.6353486599485743,18
2023-02-19,900218,0.6172925013933973,0.63545563724743,19
2023-02-20,900218,0.6269964494869422,0.6355610706462878,20
2023-02-21,900218,0.6366297483973478,0.6356653373307901,21
2023-02-22,900218,0.6396599177868271,0.6357687332286852,22
2023-02-23,900218,0.641319021338121,0.6358714841856974,23
2023-02-24,900218,0.6430148319112309,0.6359737662217932,24
2023-02-25,900218,0.6391832560463813,0.6360757059968429,25
2023-02-26,900218,0.6358826740894891,0.6361773999027329,26
2023-02-27,900218,0.6325429465084438,0.6362789191856402,27
2023-02-28,900218,0.6312443701146642,0.6363803173966127,28
2023-03-01,900218,0.6308514774762463,0.6364816289945858,29
2023-03-02,900218,0.630560665030379,0.636582882384898,30
2023-03-03,900218,0.629015260438065,0.6366840975909847,31
2023-03-04,900218,0.6320455899134411,0.6367852862543779,32
2023-03-05,900218,0.6362517141868989,0.636886456756981,33
2023-03-06,900218,0.6404630184036961,0.6369876170150357,34
2023-03-07,900218,0.6431981064318133,0.6370887707538324,35
2023-03-08,900218,0.6432934829799694,0.637189919370355,36
2023-03-09,900218,0.6443603775348046,0.6372910679868775,37
2023-03-10,900218,0.6450096911808874,0.6373922152064162,38
2023-03-11,900218,0.6466597996560324,0.6374933638229388,39
2023-03-12,900218,0.6500140120093609,0.6375945124394613,40
2023-03-13,900218,0.653793020844773,0.6376956610559839,41
2023-03-14,900218,0.6536068912760583,0.6377968115351516,42
2023-03-15,900218,0.6519182000865835,0.6378979638769644,43
2023-03-16,900218,0.6496025595654069,0.637999115753116,44
2023-03-17,900218,0.6485262920881122,0.6381002676292675,45
2023-03-18,900218,0.6477867202560292,0.6382014195054191,46
2023-03-19,900218,0.6477681604065381,0.6383025713815706,47
2023-03-20,900218,0.6484250033928332,0.6384037232577222,48
2023-03-21,900218,0.6471829759290397,0.6385048751338738,49
2023-03-22,900218,0.6454008318558173,0.6386060270100253,50
2023-03-23,900218,0.6433643575118101,0.6387071788861769,51
2023-03-24,900218,0.6410345902308272,0.6388083307623285,52
2023-03-25,900218,0.6408519107708338,0.63890948263848,53
2023-03-26,900218,0.6421186797962841,0.6390106345146316,54
2023-03-27,900218,0.6434790099161545,0.6391117863907831,55
2023-03-28,900218,0.6461165700341327,0.6392129382669347,56
2023-03-29,900218,0.6470386566674406,0.6393140901430863,57
2023-03-30,900218,0.6473443753723146,0.6394152420192378,58
2023-03-31,900218,0.6479326997601041,0.6395163938953894,59
2023-04-01,900218,0.648614816269123,0.639617545771541,60
2023-02-01,900219,0.6525414227182766,0.6544754385744856,1
2023-02-02,900219,0.6540533792643606,0.6549942512851378,2
2023-02-03,900219,0.6560942406722484,0.6554113751830702,3
2023-02-04,900219,0.6591606517306579,0.6557213323744183,4
2023-02-05,900219,0.6595918646976167,0.6559012963757088,5
2023-02-06,900219,0.6602754613810825,0.6559584396513348,6
2023-02-07,900219,0.66144937643004,0.6559308662166988,7
2023-02-08,900219,0.6617894446147298,0.6559002692433243,8
2023-02-09,900219,0.6594965304947743,0.6558872154768726,9
2023-02-10,900219,0.6570663774724097,0.6558945552300831,10
2023-02-11,900219,0.6565808374911646,0.6559204401768913,11
2023-02-12,900219,0.6548627124929434,0.655961959002929,12
2023-02-13,900219,0.6537699324148699,0.6560162129666826,13
2023-02-14,900219,0.6513668621819401,0.6560806423280557,14
2023-02-15,900219,0.6504554817825615,0.6561530903767964,15
2023-02-16,900219,0.6498787922539597,0.6562317862030288,16
2023-02-17,900219,0.6476748879228372,0.6563153072115203,17
2023-02-18,900219,0.6479577157100767,0.6564025232423266,18
2023-02-19,900219,0.6532192092729189,0.6564925502374938,19
2023-02-20,900219,0.6586875777885774,0.6565846985526552,20
2023-02-21,900219,0.6629986232474272,0.6566784391965886,21
2023-02-22,900219,0.6663518969371897,0.6567733663454821,22
2023-02-23,900219,0.6693095728473876,0.6568691728957167,23
2023-02-24,900219,0.6725516574555144,0.6569656269479712,24
2023-02-25,900219,0.6758288154708199,0.6570625562075695,25
2023-02-26,900219,0.6787602340267282,0.6571598295908591,26
2023-02-27,900219,0.6828287328375187,0.6572573518701067,27
2023-02-28,900219,0.6852442603351433,0.6573550543602725,28
2023-03-01,900219,0.6852038610658079,0.6574528860714456,29
2023-03-02,900219,0.6843553262361989,0.6575508078880777,30
2023-03-03,900219,0.6835072744862367,0.6576487941987982,31
2023-03-04,900219,0.6841577993671047,0.6577468247473409,32
2023-03-05,900219,0.6843763785905314,0.657844885796698,33
