date,adm1_code,data,prediction,forecast_step
2023-05-01,3407,0.5057827875947696,0.5055828881867912,1
2023-05-02,3407,0.5088125185670348,0.5035876112942335,2
2023-05-03,3407,0.511056667725417,0.5010091986459431,3
2023-05-04,3407,0.5142383292494198,0.4995898569886323,4
2023-05-05,3407,0.5171951693719572,0.498094559921765,5
2023-05-06,3407,0.5167451093288002,0.4961338437114593,6
2023-05-07,3407,0.5144702249134602,0.4944672773544427,7
2023-05-08,3407,0.5125290146057586,0.4925375229631301,8
2023-05-09,3407,0.5106443111147327,0.4909665941213008,9
2023-05-10,3407,0.5089779312665244,0.4898726663504478,10
2023-05-11,3407,0.5078670001620368,0.4885847459499475,11
2023-05-12,3407,0.506348885875338,0.4866872171823617,12
2023-05-13,3407,0.5052903889979884,0.4854265659068462,13
2023-05-14,3407,0.5042677781370095,0.4838858547572728,14
2023-05-15,3407,0.5036081611575525,0.4823661728714343,15
2023-05-16,3407,0.5040517704511912,0.4804880696301099,16
2023-05-17,3407,0.5029933746727404,0.4788692484562036,17
2023-05-18,3407,0.5024510475609913,0.4772229048375722,18
2023-05-19,3407,0.5044783975074536,0.475276904455268,19
2023-05-20,3407,0.5067282094753492,0.4731146267567512,20
2023-05-21,3407,0.510217441630944,0.470702650300109,21
2023-05-22,3407,0.5126570097512266,0.4685723206911918,22
2023-05-23,3407,0.5154377344189436,0.4667352571104404,23
2023-05-24,3407,0.5186140505980369,0.4652940130744811,24
2023-05-25,3407,0.5215415102581129,0.4638135827098724,25
2023-05-26,3407,0.5253036654730228,0.4615057616446849,26
2023-05-27,3407,0.5286606812244574,0.4598018026862975,27
2023-05-28,3407,0.5301557263244187,0.4581350705538627,28
2023-05-29,3407,0.5286584098002154,0.4555725737427112,29
2023-05-30,3407,0.5279283204062449,0.4533476739142772,30
2023-05-31,3407,0.5265924200192769,0.4517181052778598,31
2023-06-01,3407,0.526519320844643,0.4499505630646583,32
2023-06-02,3407,0.5261493612798759,0.4480033240233299,33
2023-06-03,3407,0.5260352528212267,0.4457774332676765,34
2023-06-04,3407,0.5250268109952733,0.4438468090210792,35
2023-06-05,3407,0.5242504457616562,0.4414222112809058,36
2023-06-06,3407,0.5262548728726208,0.4391793704543945,37
2023-06-07,3407,0.5280946198418052,0.4372975028072234,38
2023-06-08,3407,0.5303813228114813,0.4362012541805145,39
2023-06-09,3407,0.532394072892781,0.4341899848495361,40
2023-06-10,3407,0.5347515900335481,0.4321511781726714,41
2023-06-11,3407,0.5359956587632096,0.4300912938032981,42
2023-06-12,3407,0.5385871012324437,0.4282873145256873,43
2023-06-13,3407,0.5397078170476327,0.4262635356698867,44
2023-06-14,3407,0.5413331769086402,0.4239108434830543,45
2023-06-15,3407,0.5430624229057054,0.4211889079724189,46
2023-06-16,3407,0.5456937422282355,0.4187910354648467,47
2023-06-17,3407,0.5501786552595928,0.4164278230582114,48
2023-06-18,3407,0.5548329039337251,0.4141748047386047,49
2023-06-19,3407,0.5585754526773703,0.4117709494148132,50
2023-06-20,3407,0.5615866013870618,0.4091830125962135,51
2023-06-21,3407,0.5636388847780763,0.4072103074704047,52
2023-06-22,3407,0.5650286039276461,0.4057359046254989,53
2023-06-23,3407,0.5679713115128318,0.4033701217685577,54
2023-06-24,3407,0.5704512180847673,0.4011398947749969,55
2023-06-25,3407,0.5719803645956827,0.399064937881076,56
2023-06-26,3407,0.5709942603375641,0.3966455257449981,57
2023-06-27,3407,0.5689202614022365,0.3945456466589805,58
2023-06-28,3407,0.5673534361596972,0.3923709339414474,59
2023-06-29,3407,0.5659630022173794,0.3896637878332969,60
2023-05-01,3408,0.4952191532633162,0.493477469910408,1
2023-05-02,3408,0.4918494213583851,0.492349668074871,2
2023-05-03,3408,0.4915065611479877,0.4912714880374322,3
2023-05-04,3408,0.4922456705831628,0.4903825052497039,4
2023-05-05,3408,0.4919848974581247,0.48934531132179,5
2023-05-06,3408,0.4920199461171036,0.4882104165335247,6
2023-05-07,3408,0.4929884062642381,0.4870812437911579,7
2023-05-08,3408,0.4937521722942045,0.4860435101618121,8
2023-05-09,3408,0.4949658212203597,0.4851835352783153,9
2023-05-10,3408,0.4967399570226805,0.4841763723124812,10
2023-05-11,3408,0.4994859250169662,0.4828294097860405,11
2023-05-12,3408,0.5017759801074633,0.4816671955813715,12
2023-05-13,3408,0.5025479550866615,0.480176264554734,13
2023-05-14,3408,0.5025418420388256,0.4785696753715227,14
2023-05-15,3408,0.5044269743905118,0.47752530513751,15
2023-05-16,3408,0.5076625360681359,0.4762748462562511,16
2023-05-17,3408,0.5111534032736784,0.475115226716275,17
2023-05-18,3408,0.5154718954005719,0.474085230514879,18
2023-05-19,3408,0.5205729871669788,0.4727847037320087,19
2023-05-20,3408,0.5243615256081371,0.4715794084076831,20
2023-05-21,3408,0.5283945771389135,0.4705679567013929,21
2023-05-22,3408,0.532340375546106,0.4696209934954593,22
2023-05-23,3408,0.5375125669701608,0.4686897305254886,23
2023-05-24,3408,0.5442078332841156,0.4675635231141994,24
2023-05-25,3408,0.5489439196008371,0.4672856592987726,25
2023-05-26,3408,0.5540799218989567,0.4659033940588186,26
2023-05-27,3408,0.560047233375874,0.4654694610689828,27
2023-05-28,3408,0.5653975713937645,0.4640589786176631,28
2023-05-29,3408,0.568974128298384,0.4626982977096984,29
2023-05-30,3408,0.5743402414614798,0.4622789827589939,30
2023-05-31,3408,0.5790057201878694,0.461757527798886,31
2023-06-01,3408,0.5837804800347668,0.4607798886899898,32
2023-06-02,3408,0.5872748757116566,0.4605016430323074,33
